1.48
0.8
1.25
0.45
7.5
1.38
3.22
0.77
3.03
1.67
10.19
0.29
0.33
0.74
0.41
0.48
2.74
1.51
1.28
0.34
2.53
0.31
13.7
1.8
3.45
0.49
5.53
0.69
0.65
3.03
0.06
1.65
0.46
0.62
0.96
0.83
3.65
2.68
1.29
0.46
0.62
14.2
0.62
